Word	Prefix	Root 	Suffix 
የተበከለ			
የተበከሉ			
የተባለ			
የተባለለት			
የተባለለትን			
የተባለቸው			
የተባለች			
የተባለው			
የተባለውና			
የተባለውን			
የተባሉ			
የተባሉት			
የተባበሩት			
የተባባሰ			
የተተዉ			
የተትረፈረፈ			
የተቸገሩ			
የተነሱ			
የተነሳ			
የተነሳበትን			
የተነሳባትን			
የተነሳው			
የተነሳውን			
የተነደፈ			
የተነደፈችው			
የተነደፈው			
የተነደፉ			
የተንቀሳቃሽ			
የተከለከለው			
የተከላካይ			
የተከማቹ			
የተከሰሰው			
የተከሰሰውን			
የተከሰተ			
የተከሰተው			
የተከሰተውና			
የተከሰተውን			
የተከሰቱ			
የተከሰቱትን			
የተከሳሾቹ			
የተከበሩ			
የተከናወኑ			
የተከፋፈሉ			
የተኩስ			
የተካሄደው			
የተካሄደውን			
የተካሄዱ			
የተካፈለ			
የተወለደ			
የተወለደችው			
የተወለደው			
የተወለዱ			
የተወሰነ			
የተወሰኑ			
የተወሰደ			
የተወዳደረችው			
የተወጣጡ			
የተዋሃደ			
የተዋቀረ			
የተዋቀረው			
የተዋንያኑ			
የተዋጉትን			
የተውጣጡ			
የተዘጋው			
የተዘጋጀው			
የተዝጋጀውን			
የተያዘ			
የተያዘው			
የተያዘውን			
የተያዙ			
የተያያዘ			
የተያያዘውን			
የተደረሰባቸውን			
የተደረገ			
የተደረገላት			
የተደረገን			
የተደረገው			
የተደረገውን			
የተደረጉ			
የተደረጋው			
የተደራጀ			
የተደነቁ			
የተደገፈው			
የተዳከመ			
የተጀመረ			
የተጀመረው			
የተጀመረውን			
የተገለጸ			
የተገለጸው			
የተገለጹት			
የተገላቢጦሽ			
የተገነቡት			
የተገነባ			
የተገነባው			
የተገኘ			
የተገኘባቸው			
የተገኘች			
የተገኘው			
የተገኘውን			
የተገኙ			
የተገኙት			
የተገደለው			
የተገደሉ			
የተጋለጠ			
የተጋለጡ			
የተጋጨ			
የተግባር			
የተጎተቱ			
የተጎዳችው			
የተጎዳው			
የተጎዳውን			
የተጓዙ			
የተጠረጠረበትን			
የተጠረጠረን			
የተጠረጠረውን			
የተጠረጠሩ			
የተጠረጠሩት			
የተጠረጠሩትን			
የተጠቀመበት			
የተጠቁ			
የተጠቃ			
የተጠቃሚዎቹን			
የተጠቃሚዎችን			
የተጠበቀ			
የተጠበቁ			
የተጠበቁና			
የተጠናቀረው			
የተጠናቀቀ			
የተጠጋ			
የተጣለባት			
የተጣለውን			
የተጣራ			
የተጨመሩ			
የተጨማሪ			
የተፈረመው			
የተፈረሙት			
የተፈረደበቸው			
የተፈረደባቸው			
የተፈራረሙት			
የተፈቀደላት			
የተፈጠረ			
የተፈጠረው			
የተፈጠረውን			
የተፈጠሩ			
የተፈጠሮ			
የተፈጥሮ			
የተፈጥሮውን			
የተፈጸመው			
የተፋሰስ			
የተፋጠነ			
የቱሪስት			
የቱሪዝም			
የቱር			
የቱርኩ			
የቱርክ			
የቱኒዚያ			
የቲቢ			
የቲቪ			
የቲክቶክ			
የቲዎሪ			
የታሂ			
የታለመ			
የታለመው			
የታሊባን			
የታላቁ			
የታሒ			
የታማሚዎች			
የታማሮድ			
የታሪፍ			
የታሰረባት			
የታሰሩ			
የታሰበ			
የታቀደ			
የታቀደው			
የታቀደውን			
የታቀዱ			
የታብቃ			
የታተመ			
የታችኛውን			
የታንዛኒያ			
የታክስ			
የታዋቂው			
የታየ			
የታየው			
የታያሉ።			
የታይላንድ			
የታይዋን			
የታይፉን			
የታጠቀ			
የታጠቁ			
የቴህራን			
የቴሌቪዥን			
የቴሌኮሙኒኬሽን			
የቴሌኮም			
የቴስላ			
የቴታነስ			
የቴኒስ			
የቴክሳስ			
የቴክኒካዊ			
የቴክኒክ			
የቴክኒክና			
የቴክኖሎጂ			
የቴክኖሎጂውን			
የቴክኖክራቱን			
የቴኳንዶ			
የቴዎድሮስ			
የትምህርት			
የትራምፕ			
የትራንስፖርት			
የትራክ			
የትራፊክ			
የትራፔዚው			
የትርፍ			
የትብብር			
የትንሳኤ			
የትንባሆ			
የትኛው			
የትውልድ			
የትዕግሥት			
የትግል			
የትግራይ			
የትግርኛ			
የትጥቅ			
የቶሮንቶ			
የቶኪዮ			
የቸሂካጎ			
የቸልተኝነት			
የቺሊ			
የቺሊው			
የቺካጎ			
የቺፕቴል			
የቻሉትን			
የቻይና			
የቻይናው			
የቻይናውን			
የቼክ			
የቼኮስሎቫኪያ			
የቼዝ			
የችርቻሮ			
የችግር			
የችግኝ			
የኃይል			
የኃይማኖት			
የኋለኛው			
የኋላ			
የኋላው			
የነሳ			
የነበረ			
የነበረበት			
የነበረቸው			
የነበረቸውን			
የነበረችው			
የነበረው			
የነበረውን			
የነበሩ			
የነበሩት			
የነበሩትን			
የነበርው			
የነቢዩን			
የነብዩ			
የነው			
የነደፈው።			
የነዳጅ			
የነገሥታት			
የነፃነት			
የነፍስ			
የኑሮ			
የኑክሌር			
የኒሳን			
የኒው			
የኒውስ			
የኒውክለር			
የኒውክላር			
የኒውዚላንድ			
የኒውዮርክ			
የናሙና			
የናሚቢያ			
የናሳ			
የናሳው			
የናስካር			
የናይል			
የናይሮቢ			
የናይት			
የናይጄሪያው			
የናፍጣ			
የኔትአብ			
የኔትወርክ			
የኔትዎርክ			
የኔዘርላንድ			
የኔፓል			
የንብረት			
የንጉሣዊ			
የንጉሥ			
የንጉስ			
የንግስት			
የንግድ			
የንግድና			
የንግግር			
የንፁህ			
የንፅህና			
የንፋስ			
የኖርዌይ፣			
የኖቤል			
የኖቭል			
የአሁኑ			
የአሁኑን			
የአህጉሪቱ			
የአህጉር			
የአለማችን			
የአለም			
የአለምን			
የአለምአቀፍ			
የአሌ			
የአል			
የአልምአቀፍ			
የአልስት			
የአልቃይዳ			
የአልበርታ			
የአልባሳት			
የአልባኒያው			
የአልኮል			
የአልጋ			
የአልፕስ			
የአመራርነቱን			
የአመቱ			
የአማራ			
የአማራ፣			
የአማርኛ			
የአማርኛው			
የአማን			
የአሜሪካ			
የአሜሪካን			
የአሜሪካው			
የአሜሪካውን			
የአሜሪካዎቹ			
የአሜናስ			
የአምልኮ			
የአምስት			
የአምናው			
የአሞኒየም			
የአረንጓዴ			
የአረጋውያን			
የአሪዞና			
የአራስ			
የአራት			
የአርባ			
የአርብቶ			
የአርቲስቱ			
የአርቲስቱን			
የአርቲስት			
የአርቴፊሻል			
የአርካንሳስ			
የአርጀንቲና			
የአሰልጣኝነት			
የአሰራር			
የአሰሳ			
የአሲድ			
የአሳ			
የአሳንጄ			
የአሳድ			
የአስር			
የአስቂኝ			
የአስተናጋጅነት			
የአስተዳደር			
የአስቸኳይ			
የአስክሬን			
የአስጎብኚ			
የአሶሴሽን			
የአሸዋ			
የአሽከርካሪዎች			
የአቀባበል			
የአቃቤ			
የአቅም			
የአበረታች			
የአበባና			
የአባል			
የአባቶች			
የአባይ			
የአቧራ			
የአትላንቲክ			
የአትሌቲክስ			
የአትሌቶቸ			
የአቶ			
የአኒሜሽን			
የአኒስተን			
የአናሳ			
የአናሳዎች			
የአንበሳ			
የአንበጣ			
የአንቲፋ			
የአንዳንድ			
የአንድ			
የአንድነት			
የአንጎል			
የአአክኤፍ			
የአእምሮ			
የአከባቢ			
የአኩሪ			
የአካል			
የአካባቢ			
የአካባቢና			
የአካባቢው			
የአካባቢውን			
የአካባቢያዊ			
የአካባቢ፣			
የአካዳሚ			
የአክሲዮን			
የአውራ			
የአውሮፓ			
የአውሮፓን			
የአውሮፓው			
የአውሮፕላን			
የአውስትራሊያ			
የአውስትራሊያን			
የአውስትራሊያው			
የአውስትራሊያውን			
የአውስትራሊያ፣			
የአውቶሞቲቭ			
የአውቶቢስ			
የአዎንታን			
የአዕምሮ			
የአዞ			
የአየር			
የአየርላንድ			
የአያት			
የአይ			
የአይሁድ			
የአይምሮ			
የአይሰል			
የአይሲቲ			
የአይቲ			
የአይነት			
የአይኤኤኤፍ			
የአይኮግ			
የአዮዲን			
የአደንዛዥ			
የአደገኛ			
የአደጋ			
የአዲሱ			
የአዲስ			
የአዳማ			
የአዳዲስ			
የአድማ			
የአድዋ			
የአድዋን			
የአዶልፍ			
የአገልግሎቱን			
የአገልግሎት			
የአገሪቱ			
የአገሪቱን			
የአገሪቷ			
የአገሪቷን			
የአገሬው			
የአገር			
የአገሯ			
የአገዛዝ			
የአጋርነት			
የአጎራባች			
የአጎዋ			
የአጥፍቶ			
የአጭር			
የአጻጻፍ			
የአፈር			
የአፈርና			
የአፈፃፀሙን			
የአፋር			
የአፍ			
የአፍሪካ			
የአፍሪካን			
የአፍሪካው			
የአፍሮ			
የአፍጋኒስታን			
የአፍጋን			
የአፕል			
የኡዝቤኩ			
የኢህአዴግ			
የኢምፓየር			
የኢምፖርት			
የኢሞስን			
የኢራቁ			
የኢራቅ			
የኢራቅና			
የኢራቅን			
የኢራኑን			
የኢራን			
የኢራን፣			
የኢሬቻ			
የኢስት			
የኢቦላ			
የኢትዮ			
የኢትዮጲያው			
የኢትዮጵያ			
የኢትዮጵያን			
የኢትዮጵያዊ			
የኢትዮጵያዊነት			
የኢትዮጵያው			
የኢትዮጵያውን			
የኢትዮጵያውያንን			
የኢትዮጵያ፣			
የኢትዮፒከስ			
የኢናኡጎራል			
የኢንሳ			
የኢንስቲትዩቱ			
የኢንስታግራሟን			
የኢንቨስትመንት			
የኢንተርኔት			
የኢንደስትሪ			
የኢንዱስትሪ			
የኢንዶኔዥያ			
የኢንፌክሽን			
የኢንፍሉዌንዛ			
የኢንፎርሜሽን			
የኢኖቬሽን			
የኢኖቬሽንና			
የኢኤምኤ			
የኢኤፍሪአይ			
የኢኮኖሚ			
የኢኮኖሚው			
የኢየሱስ			
የኢድ			
የኢጣሊያ			
የኢፌዴሪ			
የኤሌክትሪክ			
የኤሌክትሮኒክ			
የኤሌክትሮኒክስ			
የኤሌፋንት			
የኤል			
የኤም			
የኤምኤስሲ			
የኤምኤፍኤ			
የኤሪ			
የኤርትራው			
የኤስኢኤስ			
የኤቨረስት			
የኤች			
የኤችአይቪ			
የኤን			
የኤንቢኤ			
የኤንቢኤው			
የኤአይ			
የኤኤ			
የኤኤፍሲ			
የኤክስትራሶላር			
የኤክስፖርት			
የኤዥያ			
የኤጀንሲው			
የኤግዚቢሽን			
የኤግዝሞሩ			
የእሁዱ			
የእሁድ			
የእልቂት			
የእርስ			
የእርሻ			
የእርዳታ			
የእሳተ			
የእሳት			
የእሳትና			
የእሴት			
የእስላማዊውን			
የእስልምና			
የእስራኤሉ			
የእስራኤል			
የእስራኤልን			
የእስር			
የእስያ			
የእቃ			
የእብድ			
የእናቶች			
የእናቶችና			
የእናቶችን			
የእኔ			
የእንሰሳት			
የእንስሳት			
የእንቁራሪት			
የእንቅስቃሴ			
የእንቅስቃሴውን			
የእንኳን			
የእንጊሊዘኛው			
የእንግሊዙ			
የእንግሊዝ			
የእንግሊዟ			
የእኛ			
የእኛን			
የእውቅና			
የእውነታ			
የእይታ			
የእደሳ			
የእዳ			
የእድሜ			
የእድገት			
የእጅ			
የእግር			
የእግርኳስ			
የእጢ			
የእጽዋት			
የኦሎምፒክ			
የኦሮሚያ			
የኦሮምኛ			
የኦሮሞ			
የኦሳማ			
የኦስሎ			
የኦስትሪያ			
የኦባማ			
የኦባጃና			
የኦንላይን			
የኦንቦርድ			
የኦክላንድ			
የኦክር			
የኦክስፎርድ			
የኦክሶኮ			
የኦዞን			
የኦዲሴ			
የከረረ			
የከሰሳቸውን			
የከበረ			
የከባድ			
የከተማ			
የከተማዋ			
የከተማው			
የከተሞች			
የከእንግሊዝ			
የከፈቱት			
የከፋ			
የከፍተኛ			
የኩርድ			
የኩባንያው			
የኩባንያውን			
የኩቱ			
የኩክ			
የኩፍኝ			
የኩፍኝ፣			
የኪርጊስታን			
የኪነ			
የኪንታኪው			
የካሊፎርኒያ			
የካሊፎርንያ			
የካሊፕሶ			
የካልሺየም			
የካሜሩን			
የካሜር			
የካምብሪጅ			
የካምቦዲያ			
የካምፕ			
የካሪቢያን			
የካርል			
የካርበን			
የካርቱን			
የካርኒቫል			
የካርጎ			
የካቢኔ			
የካቲት			
የካቶሊክ			
የካናል			
የካናሲር			
የካናቢስ			
የካናዳ			
የካናዳው			
የካን			
የካንሰር			
የካንሳስ			
የካዛኪስታን			
የካዳስትር			
የካድዌል			
የካፍ			
የኬሚካል			
የኬብሮን			
የኬኒያው			
የኬንያ			
የኬንያው			
የኬክ			
የኬይቭን			
የክህሎት			
የክለቡ			
የክልሉ			
የክልሉን			
የክልል			
የክረምቱ			
የክረምት			
የክሪስቲ			
የክሪኬት			
የክርክር			
የክሮም			
የክብር			
የክትባት			
የክትትል			
የክንቲባነት			
የክፍያ			
የኮሉመቢያን			
የኮላዥ			
የኮሌጁን			
የኮሌጅ			
የኮሎመቤይ			
የኮመንዌልዝ			
የኮሙዩኒኬሽን			
የኮሚሽኑ			
የኮሚኒስት			
የኮሚኒቲ			
የኮሚክ			
የኮምፒተር			
የኮምፒውተር			
የኮምፒዩተር			
የኮሪያ			
የኮርኒሽ			
የኮርፖሬሽኑ			
የኮርፖሬት			
የኮሮና			
የኮሶቮ			
የኮቪድ			
የኮትዲቮር			
የኮንሰርቱ			
የኮንስትራክተሮችን			
የኮንተራክተሩ			
የኮንፌዴሬሽን			
የኮከቧን			
የኮካኮላ			
የኮይካ			
የኮፕቲክ			
የኳራንቲን			
የወለድ			
የወር			
የወርቅ			
የወሰነችውን			
የወሰደ			
የወሰደውን			
የወሰዱት፣			
የወሲባዊ			
የወሲብ			
የወቅቱ			
የወባ			
የወተት			
የወታደራዊ			
የወንዝ			
የወንድ			
የወንድማቸው			
የወንዶች			
የወንጀል			
የወይን			
የወደፊት			
የወዳጅነት			
የወጣ			
የወጣት			
የወጣቶች			
የወጣቶችን			
የወጣችው			
የወጣው			
የወጣውን			
የወፍ			
የዋሉ			
የዋሉት			
የዋልታ			
የዋስ			
የዋስትና			
የዋትስአፕ			
የዋጋ			
የዌስተርን			
የውሃ			
የውል			
የውሳኔ			
የውስጤን			
የውስጥ			
የውሸት			
የውሻ			
የውቂያኖስ			
የውቅያኖስ			
የውበት፣የፓርኮችና			
የውይይት			
የውድድሩ			
የውድድር			
የውጪ			
የውጭ			
የዒላማ			
የዓለም			
የዓለምን			
የዓመቱ			
የዓሣ			
የዓረብ			
የዓይን			
የዕለት			
የዕውቀት			
የዕዳ			
የዕድሜ			
የዕድገት			
የዕጽዋትና			
የዕፅዋት			
የዘላለም			
የዘመረው			
የዘመነ			
የዘመኑ			
የዘመናት			
የዘረፋ			
የዘር			
የዘርፉን			
የዘት			
የዘንድሮው			
የዘንድሮውን			
የዘይት			
የዘጠኝ			
የዚህ			
የዚምባብዌ			
የዚንጂአንግ			
የዚካ			
የዛሬዎቹ			
የዛቻ			
የዛንዚባር			
የዛፍ			
የዜና			
የዜጎችን			
የዝሆን			
የዝምባብዌ			
የዝርያ			
የዝናብ			
የዝግጅቱ			
የዞብል			
የዞኑ			
የየመን			
የየራሳቸውን			
የዩሮ			
የዩሲኤልኤ			
የዩቲዩብ			
የዩኒሴፍ			
የዩኒቨርሲቲው			
የዩኒቨርሲቲውን			
የዩናይትድ			
የዩንቨርሲቲ			
የዩንቨርሲቲዎችን			
የዩኤስኤአይዲ			
የዩኤንዲፒ			
የዩኤፋ			
የዩኬ			
የዩኬው			
የዩክሬኑ			
የዩክሬን			
የዩክሬይን			
የያምሉ			
የያዘ			
የያዘች			
የያዘው			
የያዙ			
የይዘት			
የይገባኛል			
የይግባኝ			
የዮርክ			
የደህንነት			
የደም			
የደሞዝ			
የደረሰባቸው			
የደረሰው			
የደረሰውን			
የደቡባዊ			
የደቡብ			
የደን			
የደንበኞቻቸውን			
የደንበኞችን			
የደንን			
የደንጌ			
የደጋፊዎች			
የዱር			
የዱባይ			
የዲሞክራሲ			
የዲሞክራቲ			
የዲሲፕሊን			
የዲክሲ			
የዲዛይን			
የዲዛይንና			
የዲዛፖራ			
የዲያስፖራ			
የዲጂታል			
የዲፕሎማቲች			
የዲፕሎማቲክ			
የዳላስ			
የዳረገ			
የዳረጋትን			
የዳሰሳ			
የዳቦ			
የዳንኤል			
የዳያስፖራ			
የዳይሬክተሮች			
የዴልሂ			
የዴሞክራሲ			
የዴሞክራሲና			
የዴሞክራሲያዊ			
የዴሞክራት			
የዴቪድ			
የዴንማረክ			
የዴንስ			
የዴንደሮግራማ			
የዴንጊ			
የድህንነተ			
የድል			
የድምፅ			
የድረም			
የድሬዳዋ			
የድርሻ			
የድርሻቸውን			
የድርቁ			
የድርቅ			
የድርድር			
የድርጅቱን			
የድርጅት			
የድሮ			
የድንበር			
የድንች			
የድንጋይ			
የድጋሚ			
የድጋፍ			
የድግሪ			
የዶን			
የጀልባ			
የጀመረች			
የጀመረችውን			
የጀመረችው።			
የጀመረው			
የጀመሩት			
የጀማሪ			
የጀርመን			
የጀርመኗ			
የጀርባ			
የጀግኖች			
የጁንታ			
የጁኖ			
የጂቲፒ			
የጂን			
የጂኦ			
የጂኦግራፊ			
የጃሙ			
የጃማ			
የጃማይካ			
የጃን			
የጃዝ			
የጃፓን			
የጃፓንን			
የጃፓን፣			
የጄኔቲክ			
የጄኔቲክስ			
የጅምላ			
የገለልተኛ			
የገለጹ			
የገለጹት			
የገለጹትን			
የገለፀ			
የገለፁት			
የገበያ			
የገቡ			
የገቡበት			
የገቡትን			
የገቡትንም			
የገቢ			
የገቢዎች			
የገባው			
የገና			
የገናሌ			
የገንዘብ			
የገዢው			
የገዢውን			
የገዳ			
የገዳይ			
የገጠር			
የጉበት			
የጉንፋን			
የጉዋቲማላ			
የጉያና			
የጉዳት			
የጉዳይ			
የጉጂ			
የጉግል			
የጊቤ			
የጋመቢያው			
የጋምቤላ			
የጋሞ			
የጋራ			
የጋና			
የጋውታማ			
የጋዛ			
የጋዝ			
የጋዳ			
የጌም			
የግሉ			
የግሌንዲቭ			
የግል			
የግማሽ			
የግምገማ			
የግምገማው			
የግሪንላንድ			
የግሪኩ			
የግሪክ			
የግብር			
የግብርና			
የግብርናውን			
የግብፁ			
የግብፅ			
የግንባሩ			
የግንባታ			
የግንኙነት			
የግዥ			
የግድቡ			
የግድብ			
የግድያ			
የግጭቱ			
የግጭት			
የግፍ			
የጎህ			
የጎለመሱ			
የጎል			
የጎልድ			
የጎረቤት			
የጎራ			
የጎርፍ			
የጎርፍ፣			
የጎሳ			
የጎበኙት			
የጎንደር			
የጎደላቸው			
የጎዳና			
የጎጃም			
የጠለፉትን			
የጠቀሱት			
የጠቅላይ			
የጠበቀ			
የጠበቃል			
የጠፈር			
የጠፉ			
የጣለች			
የጣለው			
የጣሊያን			
የጣሰውን			
የጤና			
የጤንነት			
የጥላሁን			
የጥልፍ			
የጥሎማለፍ			
የጥምቀት			
የጥሬ			
የጥር			
የጥርስ			
የጥቁር			
የጥቃቅንና			
የጥቃት			
የጥቅልና			
የጥበበኞች			
የጥበብ			
የጥናት			
የጥንቱን			
የጥንት			
የጥንዶች			
የጥይት			
የጥገኛ			
የጥፋት			
የጦር			
የጦርነት			
የጨመረውን			
የጨረቃ			
የጨርቃ			
የጨርቃጨርቅ			
የጨዋታው			
የጨዋታውን			
የጨዋታዎቹን			
የጨው			
የጫነ			
የጫነን			
የጫካ			
የጭስ			
የጭቃ			
የጭቆናን			
የጭነት			
የጭንቅላት			
የጳጉሜ			
የጸጥታ			
የጽሑፍ			
የጽዳት			
የፀሀይ			
የፀሃይ			
የፀሐይ			
የፀረ			
የፀደይ			
የፀዳ			
የፀጉር			
የፀጥታ			
የፀጥታው			
የፅኑ			
የፅንሰ			
የፅንስ			
የፆታ			
የፈለገ			
የፈረሙት			
የፈረንሣይ			
የፈረንሳዩ			
የፈረንሳዩን			
የፈረንሳይ			
የፈሰሰበት			
የፈሳሽ			
የፈንጂ			
የፈጀውን			
የፈጠረ			
የፈጠሩትን			
የፈጠራ			
የፈፀሙት			
የፊሊፒንሱ			
የፊሊፒንስ			
የፊላደልፊያ			
የፊላዴልፊያ			
የፊሌ			
የፊልሙ			
የፊልም			
የፊልድ			
የፊርማ			
የፊታችን			
የፊት			
የፊንላንድ			
የፊንላንድ፣			
የፊዚክስ			
የፊፋ			
የፋሺዝም			
የፋሽን			
የፋና			
የፋይናንስ			
የፌስቲቫል			
የፌስታይም			
የፌደራላዊ			
የፌደራል			
የፌዴራል			
የፌድኤክስ			
የፍልስጤሙ			
የፍልስጤም			
የፍልፈል			
የፍሎቲላ			
የፍራነሲስኮ			
የፍርድ			
የፍቃድ			
የፍቅር			
የፍተሻ			
የፍትህ			
የፍትህና			
የፍቺ			
የፍጥነት			
የፍፁም			
የፍፃሜ			
የፎቶ			
የፎቶግራፍ			
የፎጉንግ			
የፐዝል			
የፑርዱ			
የፒራሚድ			
የፒትስበርግ			
የፒንኖክ			
የፒኤችዲ			
የፒጂኤ			
የፓርላማ			
የፓርቲውን			
የፓርቲያቸው			
የፓሲፊክ			
የፓስፊክ			
የፓናል			
የፓን			
የፓኪስታኑ			
የፓኪስታን			
የፓወር			
የፔላጎሪነስ			
የፔሩውን			
የፔትሮሊየም			
የፔንሲልቬንያ			
የፔንሳኮላ			
የፔንገዊኖች			
የፕሉማስ			
የፕላስቲክ			
የፕሪሚየር			
የፕሬዚደንታዊ			
የፕሬዚደንታዊው			
የፕሬዚዳንታዊ			
የፕሬዚዳንት			
የፕሮቴስት			
የፕሮጀክቱ			
የፕሮጀክት			
የፕሮግራሙ			
የፖለቲካ			
የፖሊሲ			
የፖሊስ			
የፖሊዮ			
የፖላንድ			
የፖፕ			
ዩሮን			
ዩሮፓ			
ዩሮ፣			
ዩትዩብ			
ዩኒሴፍ			
ዩኒቨርሲቲ			
ዩኒቨርሲቲዎች			
ዩኒቨርሲቲ፣			
ዩኒቨርሲት			
ዩኒቨርስቲ			
ዩኒቨርስቲዎች			
ዩኒት			
ዩኒፋይድ			
ዩናይትዱ			
ዩናይትድ			
ዩኔስኮ			
ዩንቨርሰቲ			
ዩንቨርሲቲ			
ዩንቨርስቲ			
ዩኢኤፍኤ			
ዩኤስ			
ዩኤስኤ			
ዩኤስኤአይዲ			
ዩኤንኤችሲአር			
ዩኤኤፍኤ			
ዩክሬናዊ			
ዩክሬን			
ዩክሬንን			
ዩዱዮኖን			
ዩጄኒያ			
ዩጋንዳ			
ያሁኑ			
ያህል			
ያለመ			
ያለመረጋጋት			
ያለመተማመን			
ያለመው			
ያለማቋረጥ			
ያለማግኘት			
ያለምዘርፍ			
ያለበት			
ያለባቸውን			
ያለብን			
ያለችው			
ያለችውን			
ያለነው			
ያለንን			
ያለእርዳታ			
ያለው			
ያለውን			
ያለው፣			
ያለፈ			
ያለፈበት			
ያለፈባቸው			
ያለፈባቸውን			
ያለፈች			
ያለፈው			
ያለፉ			
ያሉበት			
ያሉት			
ያሉትን			
ያሉና			
ያላለቀው			
ያላሟላ			
ያላሰለሰ			
ያላቀረቡትን			
ያላት			
ያላትን			
ያላቸው			
ያላቸውን			
ያላቻ			
ያላችሁ			
ያላገቡ			
ያላገኘች			
ያልሆነ			
ያልሆነው			
ያልሆኑ			
ያልተለመደ			
ያልተለዩ			
ያልተመጣጠን			
ያልተረጋገጡ			
ያልተረጋጋ			
ያልተቋረጠ			
ያልተነካ			
ያልተከፈለን			
ያልተገራገጠ			
ያልተገኘበት			
ያልተጌጡ			
ያልተጠበቀ			
ያልተጠበቁ			
ያልታሰበ			
ያልታወቀ			
ያልታወቁ			
ያልታየው			
ያልቻሉ			
ያልውን			
ያልፋሉ።			
ያሏትን			
ያሏቸው			
ያሕያ			
ያመለክታሉ።			
ያመለክታል።			
ያመለጠው			
ያመለጡ			
ያመቻቻል።			
ያመጣሉ			
ያመጣል			
ያመጣል።			
ያመጣውን			
ያማማቶ			
ያማሞቶ			
ያማከለ			
ያማከሉ			
ያማከሩ			
ያምናሉ።			
ያረገ			
ያረጉትን			
ያረጋገጠ			
ያረጋግጣሉ።			
ያሬድ			
ያርሙክ			
ያሰለጠናቸውን			
ያሰበ			
ያሰናብታል።			
ያሳለፈውን			
ያሳወቀውን			
ያሳየ			
ያሳየችበትን			
ያሳዩ			
ያሳያሉ።			
ያሳያሉ፤			
ያሳያል			
ያሳያል።			
ያሳደረውን			
ያሳደጉ			
ያሳድራል።			
ያሳድገዋል			
ያሳድጋል			
ያሳድጋል።			
ያሳፈረው			
ያስመሰሉ			
ያስመዘገበችው			
ያስመዘገበችውን			
ያስመዘገበዉ			
ያስመዘገቡ			
ያስቀመጠውን			
ያስቀራል			
ያስቆጠረ			
ያስተላለፈውን			
ያስተማሩትን			
ያስተናግዳል።			
ያስተዋላቸውን			
ያስተዋወቀችው			
ያስተዳድራል።			
ያስታወሱት			
ያስታወቀ			
ያስችለዋል።			
ያስችለው			
ያስችላል			
ያስችላል።			
ያስችላቸዋል			
ያስከተሉ			
ያስከትላል			
ያስከትላል።			
ያስወግዳል			
ያስጀመረ			
ያስገባቸው			
ያስገኘውን			
ያስጠነቅቃል።			
ያስፈልገዋል			
ያስፈልጋታል፣			
ያሸነፈ			
ያሸነፈች			
ያሸነፈችው			
ያቀላጥፋል			
ያቀረበችውን			
ያቀረበው			
ያቀረበውን			
ያቀረቡትን			
ያቀርባል			
ያቀርባል።			
ያቀርባል፤			
ያቀፈው			
ያቃጠለው			
ያቋርጣል			
ያበረታታል፤			
ያበረከተው			
ያበረከተውን			
ያበረከቱ			
ያበቃል።			
ያብራራሉ።			
ያብራራል።			
ያተኩራል።			
ያተኩራል፤			
ያተኮረ			
ያተኮረው			
ያቺሞቪች			
ያነሰ			
ያነሳሳኛል			
ያነሳውን			
ያነጋገራቸው			
ያነጣጠረ			
ያንብቡ።			
ያንን			
ያንግዝ			
ያንጸባርቃል።			
ያከብራል።			
ያካሂዳል።			
ያካሄደው			
ያካባቢውን			
ያካተተ			
ያካተተው			
ያካትታል።			
ያወጣል።			
ያዋለ			
ያዘጋጀችውን			
ያዘጋጀው			
ያዘ።			
ያዚድ			
ያደረገ			
ያደረገው			
ያደረገውን			
ያደረጉ			
ያደረጉት			
ያደረጉትን			
ያደርገዋል።			
ያደርጋሉ			
ያደርጋሉ።			
ያደርጋል			
ያደርጋል።			
ያደርጋታል።			
ያደርጋታል፤			
ያደገ			
ያደጋዋል።			
ያዳክማል።			
ያዴሳ			
ያገለገለች			
ያገለገሉ			
ያገለገሉት			
ያገለግላል።			
ያገቡ			
ያገባ			
ያገናኛል።			
ያገኘ			
ያገኘችበትን			
ያገኘችው			
ያገኘችውን			
ያገኙትን			
ያገኛል።			
ያገገሙ			
ያጋጠመው			
ያጋጠማቸው			
ያጋጠሟቸውን			
ያግዛል			
ያግዛል።			
ያግዳታል።			
ያጠናቀቀችው			
ያጠናቀቀው			
ያፀድቃሉ።			
ያፀድቃል።			
ይሁን			
ይሁዳ			
ይሄዳሉ።			
ይሄዳል።			
ይህም			
ይህን			
ይህንን			
ይህንንም			
ይሆናሉ			
ይሆናሉ።			
ይሆናል			
ይሆናል።			
ይሆን			
ይለቀቅልኝ			
ይለቃሉ።			
ይላል			
ይላል።			
ይልቅ			
ይመለሳል።			
ይመርጣል			
ይመሰገንና			
ይመስለኛል			
ይመስላሉ።			
ይመስላል።			
ይመክራል			
ይመክራል።			
ይመጣሉ			
ይረዳ			
ይረዳሉ			
ይረዳል።			
ይሯሯጣሉ።			
ይሰማናል።			
ይሰራል።			
ይሰበሰብ			
ይሰጣል			
ይሰጣል።			
ይሰጣል፦			
ይሳተፋሉ			
ይሳተፋሉ።			
ይሳተፋል።			
ይሳካል			
ይስማማሉ።			
ይስችላል።			
ይሸለማሉ።			
ይሸልማል።			
ይሸፍናሉ			
ይሽቀዳደማሉ፣			
